id	type
DDX11L1	transcribed_pseudogene
WASH7P	transcribed_pseudogene
MIR6859-1	miRNA
MIR1302-2	miRNA
FAM138A	lncRNA
OR4G4P	pseudogene
OR4G11P	pseudogene
OR4F5	protein_coding
SEPTIN14P18	pseudogene
CICP27	pseudogene
LOC729737	lncRNA
RNU6-1100P	pseudogene
GTF2IP10	pseudogene
RPL23AP21	pseudogene
LOC100132287	lncRNA
CICP7	pseudogene
SEPTIN14P13	pseudogene
OR4F29	protein_coding
WBP1LP7	pseudogene
RPL23AP24	pseudogene
LOC101928626	lncRNA
MTND1P23	pseudogene
MTND2P28	pseudogene
MTCO1P12	pseudogene
MIR12136	miRNA
MTCO2P12	pseudogene
MTATP8P1	pseudogene
MTATP6P1	pseudogene
MTCO3P12	pseudogene
WBP1LP6	pseudogene
OR4F16	protein_coding
SEPTIN14P14	pseudogene
CICP3	pseudogene
LOC100133331	lncRNA
RNU6-1199P	pseudogene
LOC100288069	lncRNA
FAM87B	lncRNA
LINC00115	lncRNA
LINC01128	lncRNA
FAM41C	lncRNA
TUBB8P11	pseudogene
LINC02593	lncRNA
SAMD11	protein_coding
NOC2L	protein_coding
KLHL17	protein_coding
PLEKHN1	protein_coding
PERM1	protein_coding
HES4	protein_coding
RPL39P12	pseudogene
ISG15	protein_coding
AGRN	protein_coding
LOC100288175	lncRNA
RNF223	protein_coding
C1orf159	protein_coding
LINC01342	lncRNA
MIR200B	miRNA
MIR200A	miRNA
MIR429	miRNA
TTLL10	protein_coding
TNFRSF18	protein_coding
TNFRSF4	protein_coding
SDF4	protein_coding
B3GALT6	protein_coding
C1QTNF12	protein_coding
UBE2J2	protein_coding
SCNN1D	protein_coding
ACAP3	protein_coding
MIR6726	miRNA
SNORD167	snoRNA
PUSL1	protein_coding
INTS11	protein_coding
MIR6727	miRNA
CPTP	protein_coding
TAS1R3	protein_coding
DVL1	protein_coding
MIR6808	miRNA
MXRA8	protein_coding
AURKAIP1	protein_coding
NDUFB4P8	pseudogene
CCNL2	protein_coding
MRPL20-AS1	lncRNA
MRPL20	protein_coding
RN7SL657P	pseudogene
ANKRD65	protein_coding
TMEM88B	protein_coding
LINC01770	lncRNA
VWA1	protein_coding
ATAD3C	protein_coding
ATAD3B	protein_coding
ATAD3A	protein_coding
TMEM240	protein_coding
SSU72	protein_coding
FNDC10	protein_coding
LOC105378586	lncRNA
MIB2	protein_coding
MMP23B	protein_coding
CDK11B	protein_coding
SLC35E2B	protein_coding
LOC100288379	pseudogene
MMP23A	transcribed_pseudogene
CDK11A	protein_coding
SLC35E2A	protein_coding
LOC100129381	pseudogene
NADK	protein_coding
GNB1	protein_coding
CALML6	protein_coding
TMEM52	protein_coding
CFAP74	protein_coding
GABRD	protein_coding
LOC105378591	lncRNA
PRKCZ	protein_coding
PRKCZ-AS1	lncRNA
FAAP20	protein_coding
SKI	protein_coding
MORN1	protein_coding
LOC100129534	transcribed_pseudogene
RER1	protein_coding
PEX10	protein_coding
PLCH2	protein_coding
PANK4	protein_coding
HES5	protein_coding
TNFRSF14-AS1	lncRNA
TNFRSF14	protein_coding
LOC100996583	lncRNA
PRXL2B	protein_coding
MMEL1	protein_coding
TTC34	protein_coding
ACTRT2	protein_coding
PRDM16-DT	lncRNA
PRDM16	protein_coding
LOC100420339	pseudogene
MIR4251	miRNA
ARHGEF16	protein_coding
MEGF6	protein_coding
MIR551A	miRNA
TPRG1L	protein_coding
WRAP73	protein_coding
TP73	protein_coding
TP73-AS1	lncRNA
CCDC27	protein_coding
SMIM1	protein_coding
LRRC47	protein_coding
RN7SL574P	pseudogene
CEP104	protein_coding
DFFB	protein_coding
C1orf174	protein_coding
LINC01134	lncRNA
LINC01346	lncRNA
LINC01345	lncRNA
EEF1DP6	pseudogene
LINC01777	lncRNA
LINC01646	lncRNA
AJAP1	protein_coding
MIR4689	miRNA
NPHP4	protein_coding
KCNAB2	protein_coding
CHD5	protein_coding
RPL22	protein_coding
LOC102724450	lncRNA
RNF207	protein_coding
ICMT	protein_coding
LINC00337	lncRNA
HES3	protein_coding
GPR153	protein_coding
ACOT7	protein_coding
HES2	protein_coding
ESPN	protein_coding
MIR4252	miRNA
TNFRSF25	protein_coding
PLEKHG5	protein_coding
NOL9	protein_coding
RNU6-731P	pseudogene
TAS1R1	protein_coding
ZBTB48	protein_coding
KLHL21	protein_coding
PHF13	protein_coding
THAP3	protein_coding
DNAJC11	protein_coding
LINC01672	lncRNA
CAMTA1-DT	lncRNA
CAMTA1	protein_coding
RPL37P9	pseudogene
RNU1-8P	pseudogene
CAMTA1-AS2	lncRNA
VAMP3	protein_coding
PER3	protein_coding
UTS2	protein_coding
TNFRSF9	protein_coding
TRUND-NNN4-1	pseudogene
PARK7	protein_coding
ERRFI1	protein_coding
RPL7AP18	pseudogene
LOC100129776	pseudogene
RNU1-7P	pseudogene
LINC01714	lncRNA
RNU6-991P	pseudogene
SLC45A1	protein_coding
RERE	protein_coding
RERE-AS1	lncRNA
SNORD128	snoRNA
RPL7P11	pseudogene
RPL7P7	pseudogene
RPL27P3	pseudogene
RPL23AP19	pseudogene
ENO1	protein_coding
MIR6728	miRNA
ENO1-AS1	lncRNA
RNU6-304P	pseudogene
HMGN2P17	pseudogene
CA6	protein_coding
RN7SL451P	pseudogene
SLC2A7	protein_coding
SLC2A5	protein_coding
GPR157	protein_coding
MIR34AHG	lncRNA
MIR34A	miRNA
LNCTAM34A	lncRNA
H6PD	protein_coding
SPSB1	protein_coding
LINC02606	lncRNA
RNA5SP40	pseudogene
SLC25A33	protein_coding
RPL9P11	pseudogene
TMEM201	protein_coding
PIK3CD	protein_coding
PIK3CD-AS1	lncRNA
RPL26P7	pseudogene
PIK3CD-AS2	lncRNA
CLSTN1	protein_coding
MZT1P1	pseudogene
CTNNBIP1	protein_coding
LZIC	protein_coding
NMNAT1	protein_coding
RN7SKP269	pseudogene
TMEM274P	transcribed_pseudogene
MIR5697	miRNA
RBP7	protein_coding
UBE4B	protein_coding
RPL21P21	pseudogene
PGAM1P11	pseudogene
RNU6-828P	pseudogene
KIF1B	protein_coding
RNU6-37P	pseudogene
RN7SL731P	pseudogene
PGD	protein_coding
CENPS-CORT	protein_coding
CENPS	protein_coding
CORT	protein_coding
DFFA	protein_coding
PEX14	protein_coding
RN7SL614P	pseudogene
CASZ1	protein_coding
HSPE1P24	pseudogene
C1orf127	protein_coding
CFL1P6	pseudogene
TARDBP	protein_coding
MASP2	protein_coding
SRM	protein_coding
EXOSC10	protein_coding
EXOSC10-AS1	lncRNA
MTOR	protein_coding
MTOR-AS1	lncRNA
RNU6-537P	pseudogene
ANGPTL7	protein_coding
RNU6-291P	pseudogene
RPL39P6	pseudogene
UBIAD1	protein_coding
UBE2V2P3	pseudogene
MTCYBP45	pseudogene
DISP3	protein_coding
LINC01647	lncRNA
FBXO2	protein_coding
FBXO44	protein_coding
FBXO6	protein_coding
MAD2L2	protein_coding
DRAXIN	protein_coding
AGTRAP	protein_coding
C1orf167	protein_coding
C1orf167-AS1	lncRNA
MTHFR	protein_coding
CLCN6	protein_coding
NPPA-AS1	antisense_RNA
NPPA	protein_coding
NPPB	protein_coding
LOC390997	pseudogene
RNU5E-1	snRNA
RNU5E-4P	pseudogene
KIAA2013	protein_coding
PLOD1	protein_coding
MFN2	protein_coding
MIIP	protein_coding
MIR6729	miRNA
RN7SL649P	pseudogene
TNFRSF8	protein_coding
RNU6-777P	pseudogene
RPL23AP89	pseudogene
MIR7846	miRNA
TNFRSF1B	protein_coding
MIR4632	miRNA
RPL10P17	pseudogene
VPS13D	protein_coding
SNORA59A	snoRNA
DHRS3	protein_coding
RNU6ATAC18P	pseudogene
MIR6730	miRNA
AADACL4	protein_coding
AADACL3	protein_coding
C1orf158	protein_coding
PRAMEF12	protein_coding
PRAMEF1	protein_coding
LINC01784	lncRNA
PRAMEF11	protein_coding
PRAMEF30P	pseudogene
HNRNPCL1	protein_coding
PRAMEF2	protein_coding
PRAMEF4	protein_coding
PRAMEF10	protein_coding
PRAMEF7	protein_coding
RNU6-771P	pseudogene
PRAMEF29P	pseudogene
PRAMEF6	protein_coding
PRAMEF31P	pseudogene
PRAMEF18	protein_coding
PRAMEF34P	transcribed_pseudogene
PRAMEF35P	pseudogene
HNRNPCL2	protein_coding
PRAMEF36P	transcribed_pseudogene
PRAMEF25	protein_coding
PRAMEF5	protein_coding
PRAMEF32P	pseudogene
PRAMEF33	protein_coding
PRAMEF13	protein_coding
PRAMEF8	protein_coding
PRAMEF15	protein_coding
PRAMEF14	protein_coding
PRAMEF19	protein_coding
PRAMEF17	protein_coding
PRAMEF20	protein_coding
LRRC38	protein_coding
BRWD1P1	pseudogene
PDPN	protein_coding
RNA5SP41	pseudogene
PRDM2	protein_coding
RNU6-1265P	pseudogene
KAZN-AS1	lncRNA
KAZN	protein_coding
TBCAP2	pseudogene
TMEM51-AS1	lncRNA
TMEM51	protein_coding
C1orf195	protein_coding
LOC100420251	pseudogene
LOC100421184	pseudogene
FHAD1	protein_coding
FHAD1-AS1	lncRNA
EFHD2	protein_coding
CTRC	protein_coding
CELA2A	protein_coding
CELA2B	protein_coding
CASP9	protein_coding
DNAJC16	protein_coding
SCARNA21B	guide_RNA
AGMAT	protein_coding
CHCHD2P6	pseudogene
RNU7-179P	pseudogene
CD24P1	pseudogene
DDI2	protein_coding
RSC1A1	protein_coding
PLEKHM2	protein_coding
SLC25A34	protein_coding
SLC25A34-AS1	lncRNA
TMEM82	protein_coding
FBLIM1	protein_coding
RPL12P14	pseudogene
UQCRHL	protein_coding
RPS16P1	pseudogene
FLJ37453	lncRNA
SPEN	protein_coding
ZBTB17	protein_coding
SRARP	protein_coding
HSPB7	protein_coding
CLCNKA	protein_coding
LOC440568	pseudogene
CLCNKB	protein_coding
FAM131C	protein_coding
EPHA2	protein_coding
ARHGEF19	protein_coding
CPLANE2	protein_coding
MT1XP1	pseudogene
FBXO42	protein_coding
SZRD1	protein_coding
RPL22P3	pseudogene
SPATA21	protein_coding
NECAP2	protein_coding
LINC01772	lncRNA
CROCCP3	transcribed_pseudogene
RNU1-1	snRNA
LINC01783	lncRNA
RNU1-6P	pseudogene
TRNAG1	tRNA
TRG-CCC4-1	pseudogene
LOC100421267	pseudogene
TRK-CTT7-1	pseudogene
NBPF1	protein_coding
CROCCP2	transcribed_pseudogene
MST1P2	transcribed_pseudogene
RNU1-3	snRNA
EIF1AXP1	pseudogene
ESPNP	transcribed_pseudogene
TRV-CAC13-1	pseudogene
TRG-CCC5-1	tRNA
RNU1-4	snRNA
CROCCP4	pseudogene
MST1L	protein_coding
LOC102724562	transcribed_pseudogene
LOC100421279	pseudogene
MIR3675	miRNA
TRV-CAC11-2	pseudogene
TRG-CCC1-2	tRNA
LOC112267871	lncRNA
TRE-TTC3-1	tRNA
RNU1-5P	pseudogene
TRN-GTT13-1	tRNA
LOC105376805	lncRNA
TRN-GTT4-1	tRNA
RNU1-2	snRNA
CROCC	protein_coding
MFAP2	protein_coding
ATP13A2	protein_coding
SDHB	protein_coding
PADI2	protein_coding
LINC02783	lncRNA
PADI1	protein_coding
PADI3	protein_coding
MIR3972	miRNA
PADI4	protein_coding
PADI6	protein_coding
RCC2	protein_coding
ARHGEF10L	protein_coding
ACTL8	protein_coding
LINC01654	lncRNA
IGSF21	protein_coding
KLHDC7A	protein_coding
DYNLL1P3	pseudogene
PAX7	protein_coding
TAS1R2	protein_coding
ALDH4A1	protein_coding
MIR4695	miRNA
MIR1290	miRNA
IFFO2	protein_coding
UBR4	protein_coding
EMC1-AS1	lncRNA
EMC1	protein_coding
MRTO4	protein_coding
AKR7L	transcribed_pseudogene
AKR7A3	protein_coding
LOC100506730	lncRNA
AKR7A2	protein_coding
RNU6-1099P	pseudogene
SLC66A1	protein_coding
CAPZB	protein_coding
RN7SL277P	pseudogene
RNU4-28P	pseudogene
LOC105378614	lncRNA
MICOS10	protein_coding
MICOS10-NBL1	protein_coding
RPS14P3	transcribed_pseudogene
NBL1	protein_coding
HTR6	protein_coding
TMCO4	protein_coding
RNF186	protein_coding
OTUD3	protein_coding
PLA2G2E	protein_coding
RN7SL304P	pseudogene
PLA2G2A	protein_coding
LOC100419911	pseudogene
PLA2G5	protein_coding
PLA2G2D	protein_coding
PLA2G2F	protein_coding
PLA2G2C	protein_coding
UBXN10-AS1	lncRNA
UBXN10	protein_coding
LINC01757	lncRNA
VWA5B1	protein_coding
LINC01141	lncRNA
CAMK2N1	protein_coding
MUL1	protein_coding
RPS4XP4	pseudogene
FAM43B	protein_coding
CDA	protein_coding
PINK1	protein_coding
MIR6084	miRNA
PINK1-AS	antisense_RNA
DDOST	protein_coding
KIF17	protein_coding
SH2D5	protein_coding
HP1BP3	protein_coding
EIF4G3	protein_coding
RNU7-200P	pseudogene
MIR1256	miRNA
RPS15AP6	pseudogene
HSPE1P27	pseudogene
ECE1	protein_coding
ECE1-AS1	lncRNA
PPP1R11P1	pseudogene
LOC100421269	pseudogene
NBPF2P	pseudogene
HS6ST1P1	pseudogene
CROCCP5	pseudogene
NBPF3	protein_coding
PFN1P10	pseudogene
ALPL	protein_coding
RAP1GAP	protein_coding
USP48	protein_coding
LDLRAD2	protein_coding
HSPG2	protein_coding
RPL21P29	pseudogene
CELA3B	protein_coding
RN7SL386P	pseudogene
RNU6-1022P	pseudogene
CELA3A	protein_coding
RN7SL186P	pseudogene
RNU6-776P	pseudogene
LINC01635	lncRNA
LINC00339	lncRNA
CDC42	protein_coding
WNT4	protein_coding
MIR4418	miRNA
ZBTB40	protein_coding
EPHA8	protein_coding
MIR6127	miRNA
C1QA	protein_coding
C1QC	protein_coding
C1QB	protein_coding
EPHB2	protein_coding
MIR4684	miRNA
MIR4253	miRNA
LACTBL1	protein_coding
TEX46	protein_coding
KDM1A	protein_coding
MIR3115	miRNA
LUZP1	protein_coding
RNU6-514P	pseudogene
RNU6-135P	pseudogene
HTR1D	protein_coding
RPL29P6	pseudogene
LINC01355	lncRNA
HNRNPR	protein_coding
ZNF436	protein_coding
ZNF436-AS1	lncRNA
TCEA3	protein_coding
ASAP3	protein_coding
E2F2	protein_coding
LOC101928163	lncRNA
ID3	protein_coding
MDS2	protein_coding
LOC729856	pseudogene
RPL11	protein_coding
ELOA	protein_coding
ELOA-AS1	lncRNA
PITHD1	protein_coding
LYPLA2	protein_coding
GALE	protein_coding
HMGCL	protein_coding
FUCA1	protein_coding
CNR2	protein_coding
BTBD6P1	pseudogene
MIR378F	miRNA
PNRC2	protein_coding
SRSF10	protein_coding
RPL36P5	pseudogene
MYOM3	protein_coding
IL22RA1	protein_coding
IFNLR1	protein_coding
LINC02800	lncRNA
GRHL3	protein_coding
STPG1	protein_coding
NIPAL3	protein_coding
RCAN3AS	lncRNA
RCAN3	protein_coding
NCMAP-DT	lncRNA
NCMAP	protein_coding
RPL26P8	pseudogene
SRRM1	protein_coding
CLIC4	protein_coding
RNU6-1208P	pseudogene
RUNX3	protein_coding
MIR6731	miRNA
MIR4425	miRNA
LOC391020	pseudogene
SYF2	protein_coding
RSRP1	protein_coding
RHD	protein_coding
SDHDP6	pseudogene
TMEM50A	protein_coding
RHCE	protein_coding
SDHDP7	pseudogene
MACO1	protein_coding
LDLRAP1	protein_coding
MAN1C1	protein_coding
SELENON	protein_coding
MTFR1L	protein_coding
LOC646471	lncRNA
AUNIP	protein_coding
PAQR7	protein_coding
STMN1	protein_coding
SNRPFP2	pseudogene
RPL39P7	pseudogene
MIR3917	miRNA
PAFAH2	protein_coding
RNU6-110P	pseudogene
EXTL1	protein_coding
SLC30A2	protein_coding
TRIM63	protein_coding
PDIK1L	protein_coding
FAM110D	protein_coding
C1orf232	protein_coding
ZNF593	protein_coding
CNKSR1	protein_coding
CATSPER4	protein_coding
LOC100420494	pseudogene
ZPLD2P	lncRNA
CEP85	protein_coding
MRPS6P1	pseudogene
SH3BGRL3	protein_coding
UBXN11	protein_coding
CD52	protein_coding
CRYBG2	protein_coding
RPL34P4	pseudogene
ZNF683	protein_coding
LIN28A	protein_coding
DHDDS	protein_coding
RPL17P9	pseudogene
DHDDS-AS1	lncRNA
HMGN2	protein_coding
DPPA2P2	pseudogene
RPS6KA1	protein_coding
MIR1976	miRNA
RN7SL679P	pseudogene
LOC101928728	lncRNA
ARID1A	protein_coding
PIGV	protein_coding
RN7SL165P	pseudogene
ZDHHC18	protein_coding
SFN	protein_coding
GPN2	protein_coding
GPATCH3	protein_coding
NR0B2	protein_coding
NUDC	protein_coding
KDF1	protein_coding
RPL12P13	pseudogene
RPL32P6	pseudogene
TRNP1	protein_coding
TENT5B	protein_coding
SLC9A1	protein_coding
RPL18AP5	pseudogene
CHCHD3P3	pseudogene
NPM1P39	pseudogene
SNRPEP7	pseudogene
WDTC1	protein_coding
TMEM222	protein_coding
ACTG1P20	transcribed_pseudogene
RNU6-48P	pseudogene
SYTL1	protein_coding
MAP3K6	protein_coding
FCN3	protein_coding
CD164L2	protein_coding
GPR3	protein_coding
WASF2	protein_coding
AHDC1	protein_coding
FGR	protein_coding
LOC729973	pseudogene
LINC02574	lncRNA
IFI6	protein_coding
RNU6-949P	pseudogene
CHMP1AP1	pseudogene
RNU6-424P	pseudogene
FAM76A	protein_coding
RPEP3	pseudogene
STX12	protein_coding
RNU6-1245P	pseudogene
PPP1R8	protein_coding
SCARNA1	guide_RNA
THEMIS2	protein_coding
RPA2	protein_coding
SMPDL3B	protein_coding
XKR8	protein_coding
EYA3	protein_coding
RN7SL559P	pseudogene
SPCS2P4	pseudogene
LOC100131223	pseudogene
RNU6-176P	pseudogene
RNU7-29P	pseudogene
PTAFR	protein_coding
DNAJC8	protein_coding
ATP5IF1	protein_coding
SESN2	protein_coding
MED18	protein_coding
PHACTR4	protein_coding
RNU6ATAC27P	pseudogene
RCC1	protein_coding
SNHG3	lncRNA
SNORA73A	snoRNA
SNORA73B	snoRNA
PRDX3P2	pseudogene
TRNAU1AP	protein_coding
SNHG12	lncRNA
SNORD99	snoRNA
SNORA61	snoRNA
SNORA44	snoRNA
SNORA16A	snoRNA
RAB42	protein_coding
TAF12	protein_coding
LINC01715	lncRNA
RNU11	snRNA
GMEB1	protein_coding
YTHDF2	protein_coding
OPRD1	protein_coding
EPB41	protein_coding
RPL27P4	pseudogene
TMEM200B	protein_coding
SRSF4	protein_coding
MECR	protein_coding
PTPRU	protein_coding
LINC01756	lncRNA
LINC01648	lncRNA
MATN1	protein_coding
MATN1-AS1	lncRNA
LAPTM5	protein_coding
MIR4420	miRNA
LINC01778	lncRNA
RN7SKP91	pseudogene
SDC3	protein_coding
RN7SL371P	pseudogene
PUM1	protein_coding
SNORD103A	snoRNA
SNORD103B	snoRNA
SNORD103C	snoRNA
SELENOWP1	pseudogene
RPL21P22	pseudogene
NKAIN1	protein_coding
SNRNP40	protein_coding
ZCCHC17	protein_coding
FABP3	protein_coding
SERINC2	protein_coding
LOC441880	pseudogene
RNU6-40P	pseudogene
LDC1P	transcribed_pseudogene
LINC01226	lncRNA
TINAGL1	protein_coding
HCRTR1	protein_coding
PEF1	protein_coding
COL16A1	protein_coding
ADGRB2	protein_coding
MIR4254	miRNA
SPOCD1	protein_coding
PTP4A2	protein_coding
KHDRBS1	protein_coding
TMEM39B	protein_coding
MIR5585	miRNA
KPNA6	protein_coding
TXLNA	protein_coding
CCDC28B	protein_coding
IQCC	protein_coding
DCDC2B	protein_coding
TMEM234	protein_coding
EIF3I	protein_coding
MTMR9LP	transcribed_pseudogene
FAM167B	protein_coding
LCK	protein_coding
HDAC1	protein_coding
MARCKSL1	protein_coding
FAM229A	protein_coding
TSSK3	protein_coding
BSDC1	protein_coding
GAPDHP20	pseudogene
LRRC37A12P	pseudogene
RN7SL122P	pseudogene
ZBTB8B	protein_coding
ZBTB8A	protein_coding
ZBTB8OS	protein_coding
RBBP4	protein_coding
SYNC	protein_coding
KIAA1522	protein_coding
YARS1	protein_coding
S100PBP	protein_coding
FNDC5	protein_coding
HPCA	protein_coding
TMEM54	protein_coding
RNF19B	protein_coding
RPL18AP4	pseudogene
LOC100419257	pseudogene
AK2	protein_coding
AZIN2	protein_coding
TRIM62	protein_coding
ZNF362	protein_coding
A3GALT2	protein_coding
PHC2	protein_coding
MIR3605	miRNA
RN7SKP16	pseudogene
PHC2-AS1	lncRNA
TLR12P	pseudogene
ZSCAN20	protein_coding
LOC100422287	pseudogene
CSMD2	protein_coding
HSPD1P14	pseudogene
HMGB4	protein_coding
CSMD2-AS1	lncRNA
RNA5SP42	pseudogene
C1orf94	protein_coding
LOC100420336	pseudogene
MIR552	miRNA
GJB5	protein_coding
GJB4	protein_coding
GJB3	protein_coding
GJA4	protein_coding
SMIM12	protein_coding
DLGAP3	protein_coding
LOC653160	lncRNA
TMEM35B	protein_coding
ZMYM6	protein_coding
RPL12P45	pseudogene
ZMYM1	protein_coding
EFCAB14P1	pseudogene
SFPQ	protein_coding
ZMYM4	protein_coding
RN7SL503P	pseudogene
RPL5P4	pseudogene
ZMYM4-AS1	lncRNA
RNY5P1	pseudogene
KIAA0319L	protein_coding
LOC100419802	pseudogene
NCDN	protein_coding
TFAP2E	protein_coding
PSMB2	protein_coding
C1orf216	protein_coding
CLSPN	protein_coding
AGO4	protein_coding
AGO1	protein_coding
LOC100418722	pseudogene
AGO3	protein_coding
LOC100128093	pseudogene
TEKT2	protein_coding
ADPRHL2	protein_coding
COL8A2	protein_coding
TRAPPC3	protein_coding
MAP7D1	protein_coding
RN7SL131P	pseudogene
THRAP3	protein_coding
UBE2V2P4	pseudogene
SH3D21	protein_coding
EVA1B	protein_coding
STK40	protein_coding
LSM10	protein_coding
RNU4-27P	pseudogene
OSCP1	protein_coding
SNORA63C	snoRNA
MRPS15	protein_coding
CSF3R	protein_coding
FTLP18	pseudogene
GRIK3	protein_coding
MIR4255	miRNA
RNU6-636P	pseudogene
RNA5SP43	pseudogene
RPS29P6	pseudogene
LINC01137	lncRNA
ZC3H12A	protein_coding
MIR6732	miRNA
MEAF6	protein_coding
MIR5581	miRNA
SNIP1	protein_coding
FTH1P1	pseudogene
RPS27P9	pseudogene
DNALI1	protein_coding
GNL2	protein_coding
RSPO1	protein_coding
C1orf109	protein_coding
CDCA8	protein_coding
EPHA10	protein_coding
LOC100129497	pseudogene
MANEAL	protein_coding
YRDC	protein_coding
C1orf122	protein_coding
MTF1	protein_coding
RPS2P13	pseudogene
INPP5B	protein_coding
RNU6-584P	pseudogene
SF3A3	protein_coding
RNU6-510P	pseudogene
FHL3	protein_coding
UTP11	protein_coding
POU3F1	protein_coding
MIR3659	miRNA
LINC01343	lncRNA
TUBB6P1	pseudogene
RNU6-753P	pseudogene
LINC01685	lncRNA
LOC400750	pseudogene
RRAGC	protein_coding
GJA9-MYCBP	lncRNA
MYCBP	protein_coding
LOC105378663	lncRNA
GJA9	protein_coding
RHBDL2	protein_coding
RNU6-605P	pseudogene
EIF1P2	pseudogene
AKIRIN1	protein_coding
NDUFS5	protein_coding
MACF1	protein_coding
RNU6-608P	pseudogene
RNA5SP44	pseudogene
HSPE1P8	pseudogene
KIAA0754	protein_coding
BMP8A	protein_coding
TRK-CTT12-1	pseudogene
OXCT2P1	transcribed_pseudogene
PPIEL	transcribed_pseudogene
PABPC4	protein_coding
PABPC4-AS1	lncRNA
SNORA55	snoRNA
HEYL	protein_coding
NT5C1A	protein_coding
HPCAL4	protein_coding
LOC100128091	pseudogene
RNU7-121P	pseudogene
PPIE	protein_coding
BMP8B	protein_coding
OXCT2	protein_coding
LOC101929536	lncRNA
TRIT1	protein_coding
MYCL	protein_coding
MFSD2A	protein_coding
RPS2P12	pseudogene
CAP1	protein_coding
PPT1	protein_coding
LOC728602	pseudogene
RLF	protein_coding
RNU6-1237P	pseudogene
TMCO2	protein_coding
ZMPSTE24	protein_coding
COL9A2	protein_coding
RPL21P20	pseudogene
SMAP2	protein_coding
ZFP69B	protein_coding
ZFP69	protein_coding
EXO5	protein_coding
ZNF684	protein_coding
LOC100328982	pseudogene
GTF2F2P2	pseudogene
RIMS3	protein_coding
NFYC-AS1	lncRNA
NFYC	protein_coding
MIR30E	miRNA
MIR30C1	miRNA
KCNQ4	protein_coding
RN7SL326P	pseudogene
CITED4	protein_coding
LOC100128362	pseudogene
UBE2V1P8	pseudogene
CTPS1	protein_coding
SLFNL1-AS1	lncRNA
SLFNL1	protein_coding
SCMH1	protein_coding
RPL23AP17	pseudogene
RPL36AP9	pseudogene
FOXO6	protein_coding
FOXO6-AS1	lncRNA
RNA5SP45	pseudogene
EDN2	protein_coding
HIVEP3	protein_coding
LOC100418723	pseudogene
HNRNPFP1	pseudogene
GUCA2B	protein_coding
GUCA2A	protein_coding
FOXJ3	protein_coding
RIMKLA	protein_coding
RPS15AP8	pseudogene
ZMYND12	protein_coding
CCDC30	protein_coding
PPCS	protein_coding
RPS3AP11	pseudogene
TMSB4XP1	pseudogene
RNU6-536P	pseudogene
PPIH	protein_coding
YBX1	protein_coding
CLDN19	protein_coding
P3H1	protein_coding
C1orf50	protein_coding
TMEM269-DT	lncRNA
TMEM269	protein_coding
SVBP	protein_coding
ERMAP	protein_coding
ZNF691	protein_coding
LOC339539	lncRNA
LOC100420252	pseudogene
MKRN8P	pseudogene
ATP6V1E1P1	pseudogene
SLC2A1	protein_coding
SLC2A1-AS1	lncRNA
RNU6-880P	pseudogene
FAM183A	protein_coding
EBNA1BP2	protein_coding
MIR6733	miRNA
CFAP57	protein_coding
RNA5SP46	pseudogene
TMEM125	protein_coding
C1orf210	protein_coding
TIE1	protein_coding
MPL	protein_coding
CDC20	protein_coding
ELOVL1	protein_coding
MIR6734	miRNA
MED8	protein_coding
SZT2	protein_coding
SZT2-AS1	lncRNA
MIR6735	miRNA
HYI	protein_coding
PTPRF	protein_coding
KDM4A	protein_coding
KDM4A-AS1	lncRNA
ST3GAL3	protein_coding
LOC101929592	lncRNA
MIR6079	miRNA
SHMT1P1	pseudogene
ARTN	protein_coding
IPO13	protein_coding
DPH2	protein_coding
ATP6V0B	protein_coding
B4GALT2	protein_coding
CCDC24	protein_coding
SLC6A9	protein_coding
KRT8P47	pseudogene
RN7SL479P	pseudogene
KLF17	protein_coding
LOC100129492	pseudogene
KLF18	protein_coding
LOC100419796	pseudogene
OOSP1P1	pseudogene
LOC100130714	pseudogene
DMAP1	protein_coding
ERI3	protein_coding
ERI3-IT1	lncRNA
SNORA110	snoRNA
RNU6-369P	pseudogene
RNF220	protein_coding
MIR5584	miRNA
TMEM53	protein_coding
SNORD145	snoRNA
ARMH1	protein_coding
RNU5F-1	snRNA
RNU5D-1	snRNA
KIF2C	protein_coding
SNORD160	snoRNA
RPS8	protein_coding
SNORD55	snoRNA
SNORD46	snoRNA
SNORD38A	snoRNA
SNORD38B	snoRNA
RPS15AP11	pseudogene
BEST4	protein_coding
PLK3	protein_coding
TCTEX1D4	protein_coding
BTBD19	protein_coding
PTCH2	protein_coding
RNU5E-6P	pseudogene
EIF2B3	protein_coding
RNA5SP47	pseudogene
CCNB1IP1P1	pseudogene
PPIAP35	pseudogene
MRPS17P1	pseudogene
HECTD3	protein_coding
UROD	protein_coding
ZSWIM5	protein_coding
OSTCP5	pseudogene
LINC01144	lncRNA
HPDL	protein_coding
MUTYH	protein_coding
TOE1	protein_coding
TESK2	protein_coding
PPIAP36	pseudogene
CCDC163	protein_coding
MMACHC	protein_coding
PRDX1	protein_coding
HMGB1P48	pseudogene
AKR1A1	protein_coding
NASP	protein_coding
CCDC17	protein_coding
GPBP1L1	protein_coding
RPS15AP10	transcribed_pseudogene
RPL7AP16	pseudogene
TMEM69	protein_coding
IPP	protein_coding
RPL6P1	pseudogene
MAST2	protein_coding
TMA16P2	pseudogene
LOC110117498-PIK3R3	protein_coding
PIK3R3	protein_coding
LOC101929626	lncRNA
